Unnamed: 0,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Duplicated,Kept
13388,María José,Ya No Me Acuerdo Más de Ti - En Vivo,0.252,0.711,6.0,-4.083,0.0549,0.376,0.0,0.946,0.259,75.576,223400.0,65195183.0,20316524.0,False,True
13389,TAEYEON,INVU,0.599,0.816,11.0,-3.412,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,204973.0,51285947.0,61198901.0,False,True
13390,TAEYEON,Fine,0.36,0.565,7.0,-4.898,0.0608,0.358,0.0,0.0448,0.311,173.281,209157.0,84668326.0,108705805.0,False,True
13391,TAEYEON,그대라는 시,0.533,0.292,9.0,-7.1,0.0364,0.914,0.0,0.118,0.472,135.624,209482.0,3513557.0,84972553.0,False,True
13392,TAEYEON,Priority,0.641,0.694,8.0,-4.915,0.0936,0.243,0.000127,0.185,0.356,92.945,214960.0,1486790.0,2548801.0,False,True
13393,TAEYEON,I,0.506,0.788,9.0,-2.372,0.0324,0.0666,0.0,0.324,0.233,89.993,206039.0,249814693.0,56598488.0,False,True
13394,TAEYEON,11:11,0.445,0.528,10.0,-7.243,0.0744,0.677,0.0,0.155,0.511,203.155,223452.0,70068613.0,66254324.0,False,True
13395,TAEYEON,Weekend,0.74,0.854,8.0,-2.209,0.0525,0.0783,0.000532,0.253,0.856,114.029,233413.0,38998014.0,49115912.0,False,True
13396,TAEYEON,Can't Control Myself,0.626,0.681,4.0,-2.979,0.0377,0.0263,0.0,0.453,0.229,85.044,181600.0,16089331.0,23058315.0,False,True
13397,TAEYEON,The Cure,0.563,0.881,9.0,-2.898,0.0679,0.331,0.0,0.154,0.678,95.08,220027.0,1287122.0,885416.0,False,True
13398,TAEYEON,What Do I Call You,0.75,0.586,11.0,-4.639,0.0674,0.0733,0.0,0.347,0.835,139.889,167747.0,15350130.0,28680284.0,False,True
13409,Sherlock Holmes,Teil 8 - Fall 53: Die sieben Zinnsoldaten,0.668,0.636,1.0,-11.132,0.908,0.467,0.0,0.392,0.646,138.379,192360.0,886620.0,109520.0,False,True
13410,Sherlock Holmes,Teil 1 - Fall 53: Die sieben Zinnsoldaten,0.538,0.804,8.0,-10.327,0.956,0.589,0.0,0.708,0.314,172.743,200093.0,299036.0,102172.0,False,True
13411,Sherlock Holmes,Teil 10 - Fall 53: Die sieben Zinnsoldaten,0.701,0.511,8.0,-11.98,0.938,0.27,0.0,0.203,0.607,93.596,189827.0,124851.0,106743.0,False,True
13412,Sherlock Holmes,Teil 7 - Fall 53: Die sieben Zinnsoldaten,0.704,0.507,6.0,-11.552,0.938,0.482,0.0,0.169,0.746,79.422,187640.0,133311.0,105284.0,False,True
13413,Sherlock Holmes,Teil 9 - Fall 53: Die sieben Zinnsoldaten,0.62,0.578,6.0,-10.976,0.951,0.305,0.0,0.213,0.644,79.396,195000.0,65852.0,105454.0,False,True
13414,Sherlock Holmes,Teil 12 - Fall 53: Die sieben Zinnsoldaten,0.714,0.623,1.0,-10.619,0.922,0.272,0.0,0.239,0.704,119.167,191360.0,12284.0,104627.0,False,True
13415,Sherlock Holmes,Teil 6 - Fall 53: Die sieben Zinnsoldaten,0.699,0.595,1.0,-11.011,0.948,0.314,0.0,0.365,0.593,84.856,194640.0,133311.0,103420.0,False,True
13416,Sherlock Holmes,Teil 13 - Fall 53: Die sieben Zinnsoldaten,0.706,0.744,6.0,-10.128,0.932,0.423,0.0,0.6,0.517,129.964,192040.0,11947.0,103254.0,False,True
13417,Sherlock Holmes,Teil 11 - Fall 53: Die sieben Zinnsoldaten,0.69,0.532,0.0,-10.586,0.94,0.599,0.0,0.339,0.638,84.867,193507.0,514779.0,103153.0,False,True
13418,Sherlock Holmes,Teil 14 - Fall 53: Die sieben Zinnsoldaten,0.664,0.682,8.0,-11.758,0.96,0.523,0.0,0.183,0.475,79.168,201187.0,11181.0,102383.0,False,True
13419,Soundgarden,Black Hole Sun,0.35,0.828,6.0,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587.0,225535047.0,513702543.0,False,True
13420,Soundgarden,Fell On Black Days,0.574,0.739,4.0,-5.745,0.0271,0.00152,0.000328,0.141,0.514,101.069,283027.0,60404456.0,130040777.0,False,True
13421,Soundgarden,Spoonman,0.457,0.902,7.0,-5.624,0.0313,2.17e-05,0.196,0.258,0.834,92.711,246920.0,26343777.0,152295196.0,False,True
13422,Soundgarden,Outshined - Remastered,0.485,0.841,2.0,-6.068,0.0307,0.000173,0.00686,0.125,0.551,94.867,311000.0,17910395.0,79943026.0,False,True
13423,Soundgarden,Rusty Cage - Remastered,0.307,0.917,9.0,-7.599,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,266200.0,17443332.0,72578242.0,False,True
13424,Soundgarden,Burden In My Hand,0.319,0.803,10.0,-8.928,0.0394,0.00534,0.0126,0.177,0.589,183.031,290107.0,27031878.0,55100314.0,False,True
13425,Soundgarden,The Day I Tried To Live,0.472,0.752,0.0,-6.051,0.0555,0.000164,0.181,0.0903,0.305,133.248,320107.0,22789862.0,52018129.0,False,True
13426,Soundgarden,Blow Up The Outside World,0.33,0.529,9.0,-10.043,0.0358,0.000807,0.214,0.126,0.148,140.156,345667.0,14945025.0,29964219.0,False,True
13427,Soundgarden,Pretty Noose,0.389,0.925,0.0,-7.97,0.0643,1.79e-05,0.244,0.222,0.317,150.893,251867.0,12857736.0,22215774.0,False,True
13428,Soundgarden,Hunted Down,0.344,0.959,1.0,-6.094,0.168,0.00526,0.733,0.301,0.395,165.704,160373.0,395240.0,5811494.0,False,True
13429,Flowdan,Rumble,0.81,0.836,1.0,-7.721,0.0645,0.0515,0.229,0.0598,0.0585,139.979,146571.0,2055815.0,24196937.0,False,True
13430,Flowdan,Gassed Up,0.643,0.985,4.0,-1.848,0.41,0.0152,0.000965,0.311,0.182,140.029,238286.0,1177174.0,10301715.0,False,True
13431,Flowdan,Trenches,0.865,0.882,1.0,-6.341,0.196,0.116,0.00037,0.134,0.719,140.029,169714.0,100537.0,2798401.0,False,True
13432,Flowdan,Welcome to London - J.Sparrow Remix,0.882,0.552,11.0,-7.09,0.355,0.0951,0.00163,0.303,0.288,139.995,264869.0,69922.0,1323431.0,False,True
13433,Flowdan,Power,0.626,0.932,0.0,-3.8,0.16,0.0108,0.17,0.0643,0.582,116.6,202003.0,35574.0,799547.0,False,True
13434,Flowdan,Active,0.465,0.953,5.0,-1.047,0.604,0.0496,7.61e-05,0.101,0.329,173.855,274483.0,190574.0,1021026.0,False,True
13435,Flowdan,Welcome to London,0.744,0.526,11.0,-10.413,0.21,0.0268,0.122,0.102,0.0523,120.08,237332.0,329419.0,1257933.0,False,True
13436,Flowdan,Run The Show,0.668,0.774,7.0,-14.957,0.297,0.000246,0.605,0.0957,0.209,174.009,223448.0,4025.0,132920.0,False,True
13437,Flowdan,Flatline,0.73,0.87,2.0,-7.836,0.275,0.148,0.0,0.375,0.878,135.985,134760.0,71597.0,827994.0,False,True
13439,DJ Alex,TU AMOR | E7,0.668,0.543,6.0,-10.298,0.0435,0.265,0.0,0.347,0.671,136.459,153665.0,43542087.0,32737657.0,False,True
13440,DJ Alex,Traidora,0.78,0.484,11.0,-7.903,0.212,0.546,1.93e-05,0.5,0.786,90.127,136000.0,379815.0,4854283.0,False,True
13441,DJ Alex,Ya No Más,0.795,0.676,6.0,-6.429,0.0589,0.138,0.00373,0.0734,0.882,100.045,158447.0,38403169.0,105974874.0,False,True
13442,DJ Alex,TEKA | E6,0.57,0.551,2.0,-7.677,0.34,0.307,0.0,0.0994,0.573,171.067,137500.0,31051111.0,8754398.0,False,True
13443,DJ Alex,Oregano (Remix),0.624,0.613,9.0,-5.041,0.288,0.356,0.0,0.124,0.51,137.48,209362.0,11346992.0,2884626.0,False,True
13444,DJ Alex,INDIQUEN | E3,0.689,0.551,4.0,-7.547,0.0829,0.544,0.0,0.0884,0.526,176.061,160909.0,21778622.0,8425462.0,False,True
13445,DJ Alex,OREGANO | E1,0.741,0.41,6.0,-10.28,0.319,0.201,0.0,0.182,0.504,140.988,121263.0,22482409.0,9706635.0,False,True
13446,DJ Alex,ME VOY | E9,0.796,0.716,6.0,-7.368,0.0446,0.202,0.0,0.0839,0.849,100.022,138656.0,1739934.0,646718.0,False,True
13447,DJ Alex,AL RITMO | E2,0.625,0.594,0.0,-8.513,0.0877,0.156,0.0,0.217,0.723,142.38,176842.0,31489301.0,7560053.0,False,True
13448,DJ Alex,PA' QUE BAILE | E8,0.785,0.599,9.0,-7.394,0.0916,0.138,0.0,0.134,0.726,94.031,147447.0,390109.0,654745.0,False,True
13449,Girls' Generation,FOREVER 1,0.615,0.871,9.0,-1.248,0.0516,0.0427,0.0,0.254,0.297,123.915,202533.0,55062719.0,50962315.0,False,True
13450,Girls' Generation,Gee,0.756,0.93,1.0,-1.082,0.0274,0.281,0.0,0.11,0.737,99.988,201160.0,303788090.0,48804176.0,False,True
13451,Girls' Generation,The Boys,0.876,0.937,1.0,-0.593,0.093,0.162,0.0,0.232,0.902,114.982,226907.0,285408189.0,25494660.0,False,True
13452,Girls' Generation,Into the New World,0.708,0.892,4.0,-1.964,0.0349,0.0706,0.0,0.114,0.623,108.031,265760.0,62338338.0,29249428.0,False,True
13453,Girls' Generation,Lion Heart,0.754,0.788,2.0,-3.175,0.0322,0.129,0.00274,0.0775,0.961,124.992,224258.0,135174802.0,52655129.0,False,True
13454,Girls' Generation,I GOT A BOY,0.502,0.863,4.0,-1.273,0.272,0.0342,0.0,0.538,0.527,97.911,271326.0,260088489.0,42725761.0,False,True
13455,Girls' Generation,Run Devil Run,0.687,0.888,11.0,-2.725,0.146,0.0596,2.14e-05,0.181,0.791,64.927,201920.0,120570014.0,12778836.0,False,True
13456,Girls' Generation,Mr.Mr.,0.701,0.964,4.0,-2.037,0.127,0.114,9.34e-06,0.153,0.484,113.058,235434.0,97909255.0,35900302.0,False,True
13457,Girls' Generation,Villain,0.54,0.857,11.0,-2.989,0.156,0.127,1.19e-05,0.0589,0.296,179.957,182187.0,29632.0,5216874.0,False,True
13458,Girls' Generation,Genie,0.762,0.84,9.0,-2.603,0.116,0.12,4.78e-06,0.714,0.719,123.006,229253.0,82699790.0,18042808.0,False,True
13459,Sam Smith,Unholy (feat. Kim Petras),0.712,0.463,2.0,-7.399,0.0797,0.011,2.96e-06,0.301,0.206,131.199,156943.0,120035045.0,771282498.0,False,True
13460,Sam Smith,I'm Not The Only One,0.677,0.485,5.0,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317.0,1509259073.0,1446878711.0,False,True
13461,Sam Smith,Stay With Me,0.418,0.42,0.0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,1163047373.0,1682210631.0,False,True
13462,Sam Smith,Too Good At Goodbyes,0.681,0.372,5.0,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,201000.0,1396618983.0,1646495621.0,False,True
13463,Sam Smith,Like I Can,0.656,0.627,7.0,-6.627,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066.0,139179202.0,645144638.0,False,True
13464,Sam Smith,Gimme (feat. Koffee & Jessie Reyez),0.682,0.446,10.0,-8.152,0.0596,0.0995,0.00172,0.431,0.746,104.855,169973.0,2600969.0,13385723.0,False,True
13465,Sam Smith,I'm Not Here To Make Friends,0.698,0.895,0.0,-4.439,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605.0,4847763.0,7259295.0,False,True
13466,Sam Smith,Fire On Fire,0.584,0.408,1.0,-7.356,0.0461,0.476,0.0,0.18,0.333,115.129,246735.0,275040863.0,531694147.0,False,True
13467,Sam Smith,Have Yourself A Merry Little Christmas,0.438,0.178,5.0,-9.402,0.0414,0.957,0.0,0.316,0.344,75.248,170964.0,28456794.0,281631616.0,False,True
13468,Sam Smith,Promises (with Sam Smith),0.781,0.768,11.0,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309.0,216485413.0,926352296.0,False,True
13469,Adele,Easy On Me,0.604,0.366,5.0,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,224695.0,328122505.0,1198067568.0,False,True
13470,Adele,Set Fire to the Rain,0.603,0.67,2.0,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974.0,3072498.0,925812543.0,False,True
13471,Adele,Oh My God,0.534,0.725,1.0,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098,225149.0,89333806.0,400558171.0,False,True
13472,Adele,Someone Like You,0.556,0.319,9.0,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0,1958083020.0,1468111036.0,False,True
13473,Adele,Rolling in the Deep,0.73,0.769,8.0,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,2160008518.0,1303798870.0,False,True
13474,Adele,Love In The Dark,0.331,0.341,9.0,-6.057,0.0309,0.528,0.0,0.109,0.152,109.821,285935.0,1767482.0,345671408.0,False,True
13475,Adele,When We Were Young,0.376,0.595,3.0,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,290900.0,652035959.0,1019157251.0,False,True
13476,Adele,Skyfall,0.346,0.552,0.0,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881,286480.0,521616925.0,351150894.0,False,True
13477,Adele,I Drink Wine,0.437,0.565,10.0,-5.596,0.0466,0.697,0.0,0.119,0.306,115.389,376169.0,25478998.0,151935537.0,False,True
13478,Adele,Make You Feel My Love,0.317,0.172,10.0,-10.636,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040.0,183837529.0,882417588.0,False,True
13479,"Tyler, The Creator",See You Again (feat. Kali Uchis),0.558,0.559,6.0,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387.0,92712467.0,735335457.0,False,True
13480,"Tyler, The Creator",NEW MAGIC WAND,0.621,0.73,5.0,-5.414,0.107,0.0967,0.000131,0.673,0.464,139.566,195320.0,4297845.0,364387853.0,False,True
13481,"Tyler, The Creator",EARFQUAKE,0.554,0.498,9.0,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067.0,129012852.0,709846048.0,False,True
13483,"Tyler, The Creator",BEST INTEREST,0.596,0.575,11.0,-8.325,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921.0,26666213.0,251085348.0,False,True
13484,"Tyler, The Creator","GONE, GONE / THANK YOU",0.518,0.492,10.0,-8.436,0.193,0.216,0.0012,0.146,0.471,78.848,375387.0,2496247.0,278404020.0,False,True
13485,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),0.493,0.653,0.0,-5.666,0.0466,0.269,0.0,0.511,0.852,142.347,121573.0,2012615.0,210423821.0,False,True
13486,"Tyler, The Creator",Cash In Cash Out,0.877,0.56,7.0,-3.751,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,216136.0,20392759.0,104603335.0,False,True
13487,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),0.468,0.652,0.0,-4.912,0.0722,0.333,0.000318,0.55,0.39,140.223,588139.0,16424537.0,139808607.0,False,True
13488,"Tyler, The Creator",She,0.35,0.621,8.0,-6.495,0.233,0.256,3.44e-05,0.613,0.459,83.375,253387.0,78486528.0,221383556.0,False,True
13489,Lady Gaga,Bloody Mary,0.591,0.637,9.0,-6.365,0.03,0.0107,1.95e-06,0.113,0.432,99.998,244760.0,28215882.0,208978461.0,False,True
13490,Lady Gaga,Shallow,0.572,0.385,7.0,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,1410151988.0,2004338878.0,False,True
13491,Lady Gaga,Bad Romance,0.696,0.921,0.0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,1651059028.0,879720666.0,False,True
13492,Lady Gaga,Always Remember Us This Way,0.553,0.502,0.0,-5.972,0.0409,0.299,0.0,0.764,0.296,129.976,210200.0,428487364.0,903516947.0,False,True
13493,Lady Gaga,Just Dance,0.822,0.739,1.0,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933.0,398621640.0,701036282.0,False,True
13494,Lady Gaga,Poker Face,0.851,0.806,4.0,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,1095354937.0,852750053.0,False,True
13495,Lady Gaga,Judas,0.661,0.937,10.0,-3.83,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249067.0,439580527.0,278948888.0,False,True
13496,Lady Gaga,Applause,0.669,0.78,7.0,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0,414170299.0,384423735.0,False,True
13497,Lady Gaga,Hold My Hand,0.53,0.612,7.0,-4.286,0.0331,0.0403,0.0,0.393,0.264,148.009,225280.0,146295690.0,176029778.0,False,True
13498,Lady Gaga,Million Reasons,0.666,0.423,0.0,-8.012,0.043,0.494,0.0,0.106,0.154,129.89,205280.0,306744336.0,683487486.0,False,True
13499,Drake,Rich Flex,0.561,0.52,11.0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,3927054.0,311694937.0,False,True
13500,Drake,Jimmy Cooks (feat. 21 Savage),0.529,0.673,0.0,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,12454414.0,413205085.0,False,True
13501,Drake,WAIT FOR U (feat. Drake & Tems),0.463,0.642,1.0,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893.0,91997342.0,394495536.0,False,True
13502,Drake,Pussy & Millions (feat. Travis Scott),0.749,0.63,4.0,-6.652,0.116,0.0623,0.0,0.353,0.445,122.03,242027.0,1166342.0,119787835.0,False,True
13503,Drake,One Dance,0.792,0.625,1.0,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987.0,169288294.0,2522431995.0,False,True
13504,Drake,On BS,0.841,0.358,9.0,-8.368,0.591,0.0201,0.0,0.39,0.329,158.014,261544.0,213124.0,100595022.0,False,True
13505,Drake,God's Plan,0.754,0.449,7.0,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973.0,1467723572.0,2102889031.0,False,True
13506,Drake,Major Distribution,0.908,0.546,8.0,-10.491,0.323,0.0127,0.0,0.0707,0.225,131.016,170502.0,36803.0,107919519.0,False,True
13507,Drake,Spin Bout U,0.773,0.701,7.0,-6.386,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,1112065.0,87618118.0,False,True
13508,Drake,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,5.0,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,74246156.0,501420741.0,False,True
13509,Nicki Minaj,Super Freaky Girl,0.951,0.878,2.0,-2.565,0.211,0.0509,1.61e-05,0.321,0.923,133.014,170977.0,37428830.0,328588535.0,False,True
13510,Nicki Minaj,Tukoh Taka - Official FIFA Fan Festival™ Anthem,0.963,0.905,7.0,-4.053,0.117,0.654,0.0481,0.107,0.594,123.998,178530.0,115308167.0,37458146.0,False,True
13511,Nicki Minaj,Bang Bang,0.706,0.786,0.0,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,199387.0,1892442904.0,1125379891.0,False,True
13512,Nicki Minaj,Super Bass,0.723,0.86,11.0,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013.0,961031939.0,616294452.0,False,True
13513,Nicki Minaj,Starships,0.747,0.716,11.0,-2.457,0.075,0.135,0.0,0.251,0.751,125.008,210627.0,449295724.0,802806166.0,False,True
13514,Nicki Minaj,Tusa,0.799,0.701,2.0,-3.272,0.282,0.309,7.36e-05,0.0514,0.607,100.946,201920.0,1403774448.0,1311745832.0,False,True
13515,Nicki Minaj,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.696,0.817,1.0,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409.0,1720801216.0,1010582107.0,False,True
13516,Nicki Minaj,MotorSport,0.904,0.518,2.0,-5.32,0.183,0.0305,0.0,0.325,0.188,137.996,303077.0,663194128.0,537468650.0,False,True
13517,Nicki Minaj,Moment 4 Life,0.475,0.882,11.0,-3.883,0.351,0.406,0.0,0.241,0.369,98.001,279307.0,256930043.0,216403212.0,False,True
13518,Nicki Minaj,Only,0.573,0.495,8.0,-7.245,0.592,0.405,0.0,0.0969,0.255,179.196,312027.0,516856674.0,470202612.0,False,True
13519,Selena Gomez,Calm Down (with Selena Gomez),0.801,0.806,11.0,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,239318.0,267121473.0,375127168.0,False,True
13520,Selena Gomez,Lose You To Love Me,0.488,0.343,4.0,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,424155581.0,972295599.0,False,True
13521,Selena Gomez,My Mind & Me,0.6,0.389,9.0,-5.727,0.0337,0.566,0.0,0.0826,0.244,143.577,147597.0,10578526.0,53333134.0,False,True
13522,Selena Gomez,Wolves,0.724,0.804,11.0,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,197993.0,495424374.0,1186630029.0,False,True
13523,Selena Gomez,People You Know,0.695,0.62,8.0,-8.082,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,194900.0,318098.0,105175243.0,False,True
13525,Selena Gomez,Let Somebody Go,0.592,0.342,0.0,-8.93,0.0339,0.193,0.00245,0.11,0.155,130.953,241595.0,57348494.0,167113826.0,False,True
13526,Selena Gomez,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8.0,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500.0,2414201310.0,1379765140.0,False,True
13527,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.601,0.724,6.0,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0,17393282.0,912140889.0,False,True
13528,Selena Gomez,Baila Conmigo (with Rauw Alejandro),0.823,0.544,5.0,-7.132,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088.0,153493203.0,428556842.0,False,True
13529,Frank Ocean,Pink + White,0.545,0.545,9.0,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516.0,2303749.0,626750108.0,False,True
13530,Frank Ocean,Lost,0.913,0.603,8.0,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,234093.0,3863609.0,697252311.0,False,True
13532,Frank Ocean,Ivy,0.575,0.386,9.0,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,249191.0,323760.0,528951082.0,False,True
13533,Frank Ocean,Nights,0.457,0.551,5.0,-9.36,0.167,0.427,1.15e-06,0.113,0.428,89.87,307151.0,217615.0,534229744.0,False,True
13534,Frank Ocean,Thinkin Bout You,0.721,0.339,0.0,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747.0,346386.0,671085032.0,False,True
13535,Frank Ocean,Chanel,0.776,0.503,0.0,-5.732,0.237,0.874,0.0,0.112,0.473,110.134,210285.0,76501.0,610863182.0,False,True
13536,Frank Ocean,In My Room,0.861,0.647,7.0,-7.425,0.0675,0.594,0.661,0.114,0.67,158.037,133680.0,46692.0,307632988.0,False,True
13537,Frank Ocean,White Ferrari,0.501,0.0958,0.0,-15.605,0.0433,0.77,0.0,0.298,0.204,108.741,248808.0,2254291.0,316673451.0,False,True
13538,Frank Ocean,Self Control,0.581,0.21,8.0,-10.426,0.0321,0.768,0.0,0.369,0.452,80.099,249668.0,88927.0,319320759.0,False,True
13539,Ariana Grande,Santa Tell Me,0.525,0.621,7.0,-7.364,0.116,0.0489,0.0,0.294,0.591,191.9,204093.0,273587108.0,826416078.0,False,True
13540,Ariana Grande,7 rings,0.778,0.317,1.0,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,178627.0,1241561447.0,1895706370.0,False,True
13541,Ariana Grande,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,0.65,0.825,0.0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,253187553.0,1025392875.0,False,True
13542,Ariana Grande,positions,0.737,0.802,0.0,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,172325.0,480074066.0,1144347767.0,False,True
13543,Ariana Grande,One Last Time,0.628,0.593,8.0,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267.0,355997948.0,1090948668.0,False,True
13544,Ariana Grande,"thank u, next",0.717,0.653,1.0,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966,207320.0,749903471.0,1634130431.0,False,True
13545,Ariana Grande,Stuck with U (with Justin Bieber),0.597,0.45,8.0,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765,228482.0,209132864.0,903479196.0,False,True
13546,Ariana Grande,34+35,0.83,0.585,0.0,-6.476,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,285258274.0,800804844.0,False,True
13547,Ariana Grande,boyfriend (with Social House),0.4,0.795,10.0,-3.731,0.461,0.119,0.0,0.159,0.702,190.097,186107.0,228625585.0,624023819.0,False,True
13548,Ariana Grande,God is a woman,0.602,0.658,1.0,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547.0,380917647.0,912161840.0,False,True
13549,Tame Impala,The Less I Know The Better,0.64,0.74,4.0,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,124534946.0,1192234379.0,False,True
13550,Tame Impala,"New Person, Same Old Mistakes",0.47,0.809,8.0,-6.74,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240.0,7542882.0,284687967.0,False,True
13551,Tame Impala,Borderline,0.621,0.873,5.0,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800.0,671471.0,373272414.0,False,True
13552,Tame Impala,Eventually,0.424,0.615,9.0,-6.217,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591.0,29389078.0,258478149.0,False,True
13553,Tame Impala,New Gold (feat. Tame Impala and Bootie Brown),0.695,0.923,1.0,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215150.0,8435342.0,63063467.0,False,True
13554,Tame Impala,One More Hour,0.647,0.398,4.0,-8.63,0.0283,0.108,0.107,0.148,0.32,102.029,432560.0,10457429.0,89180888.0,False,True
13555,Tame Impala,Let It Happen,0.602,0.881,1.0,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587.0,97212057.0,364175319.0,False,True
13556,Tame Impala,Feels Like We Only Go Backwards,0.303,0.9,2.0,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,192960.0,140663976.0,379781415.0,False,True
13557,Tame Impala,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,0.716,0.897,4.0,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,274142.0,452063.0,10666154.0,False,True
13558,Tame Impala,Elephant,0.598,0.553,9.0,-6.742,0.0397,0.562,0.157,0.257,0.533,123.075,211227.0,13788413.0,222846367.0,False,True
13559,Avicii,The Nights,0.527,0.835,6.0,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,176658.0,1981963.0,1283342035.0,False,True
13560,Avicii,Wake Me Up,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,2221205597.0,1790784163.0,False,True
13561,Avicii,Waiting For Love,0.579,0.736,6.0,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,230613.0,1027002952.0,1087964968.0,False,True
13562,Avicii,Levels - Radio Edit,0.584,0.889,1.0,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,620663030.0,707447331.0,False,True
13563,Avicii,Without You (feat. Sandro Cavazza),0.662,0.858,2.0,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673.0,31563832.0,884613613.0,False,True
