Unnamed: 0,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Duplicated,Kept
6345,Lulu Santos,Tão Bem,0.518,0.388,10.0,-13.892,0.0756,0.73,0.0,0.416,0.663,82.613,213667.0,1433351.0,29835108.0,False,True
6346,Lulu Santos,A Cura,0.573,0.405,4.0,-9.131,0.0362,0.73,0.0,0.112,0.267,159.936,245196.0,1275.0,10732125.0,False,True
6347,Lulu Santos,O Descobridor dos Sete Mares,0.784,0.794,11.0,-10.288,0.0391,0.00196,0.0312,0.0329,0.969,136.748,224867.0,983874.0,22211550.0,False,True
6348,Lulu Santos,Tudo Bem,0.496,0.328,9.0,-15.55,0.084,0.813,0.0,0.697,0.568,81.311,153040.0,24179.0,5571003.0,False,True
6350,Lulu Santos,Um certo alguém,0.683,0.709,9.0,-11.404,0.0299,0.513,2.19e-06,0.088,0.84,134.682,213573.0,76251.0,16855424.0,False,True
6351,Shakin' Stevens,Merry Christmas Everyone,0.534,0.904,9.0,-3.315,0.0369,0.129,0.0,0.128,0.96,202.899,220160.0,43250324.0,350658024.0,False,True
6352,Shakin' Stevens,You Drive Me Crazy,0.754,0.927,5.0,-2.597,0.0313,0.173,3.22e-06,0.307,0.975,119.494,171720.0,8419625.0,23718171.0,False,True
6353,Shakin' Stevens,Because I Love You,0.577,0.49,11.0,-7.262,0.0248,0.328,5.99e-05,0.14,0.422,102.048,197827.0,9934827.0,7131734.0,False,True
6354,Shakin' Stevens,A Rockin' Good Way (to Mess Around and Fall in Love),0.768,0.802,11.0,-4.026,0.0292,0.566,0.0,0.108,0.949,129.109,178000.0,3347801.0,7415941.0,False,True
6355,Shakin' Stevens,Give Me Your Heart Tonight,0.66,0.705,7.0,-4.225,0.0269,0.276,4.23e-05,0.077,0.817,128.33,184640.0,11342697.0,6463393.0,False,True
6356,Shakin' Stevens,I Cry Just a Little Bit,0.798,0.747,11.0,-5.034,0.0485,0.139,0.0,0.0962,0.749,124.286,192867.0,14780135.0,7370149.0,False,True
6357,Shakin' Stevens,This Ole House,0.502,0.965,10.0,-2.946,0.112,0.053,0.0,0.34,0.962,192.811,185867.0,1831637.0,10657598.0,False,True
6358,Shakin' Stevens,Oh Julie,0.48,0.994,0.0,-2.072,0.126,0.211,0.000663,0.209,0.784,160.249,154107.0,11295596.0,6325861.0,False,True
6359,Shakin' Stevens,A Love Worth Waiting For,0.659,0.882,3.0,-4.304,0.0307,0.0424,2.03e-06,0.114,0.922,130.697,202013.0,11520558.0,2954222.0,False,True
6360,Shakin' Stevens,"Marie, Marie",0.569,0.99,9.0,-2.838,0.0548,0.0342,3.86e-06,0.2,0.951,170.011,166520.0,5109397.0,4314848.0,False,True
6361,Jota Quest,Só Hoje - Acústico,0.501,0.564,2.0,-9.358,0.0306,0.249,6.75e-06,0.418,0.438,144.101,307055.0,177678901.0,81560624.0,False,True
6362,Jota Quest,Só Hoje,0.539,0.742,7.0,-5.333,0.0366,0.154,0.0,0.103,0.556,144.183,211360.0,31530727.0,62993670.0,False,True
6363,Jota Quest,Dias Melhores - Acústico,0.628,0.662,7.0,-9.985,0.0243,0.0971,0.000136,0.958,0.357,104.027,319986.0,121318917.0,36880011.0,False,True
6364,Jota Quest,Além do Horizonte,0.714,0.957,11.0,-3.556,0.0367,0.00239,0.0939,0.283,0.968,140.004,276653.0,5082808.0,35695323.0,False,True
6365,Jota Quest,Dias Melhores,0.69,0.542,7.0,-8.843,0.0247,0.0365,0.000147,0.1,0.606,106.04,286200.0,121318917.0,19969957.0,False,True
6366,Jota Quest,Fácil,0.655,0.903,7.0,-3.938,0.0306,0.143,1.2e-05,0.0553,0.624,101.93,318627.0,7907886.0,29777116.0,False,True
6367,Jota Quest,O Sol,0.531,0.916,9.0,-4.655,0.0403,0.0227,0.0,0.336,0.896,160.024,258680.0,15502785.0,19843775.0,False,True
6368,Jota Quest,Pra Quando Você Se Lembrar de Mim - Acústico,0.693,0.732,0.0,-9.04,0.0306,0.244,3.96e-06,0.673,0.588,119.979,257480.0,36880919.0,30793868.0,False,True
6369,Jota Quest,O Que Eu Também Não Entendo,0.696,0.634,0.0,-8.015,0.0314,0.249,6.65e-06,0.119,0.436,114.035,224000.0,12212306.0,25997109.0,False,True
6370,Jota Quest,Fácil - Acústico,0.556,0.537,7.0,-10.761,0.0282,0.377,0.0,0.757,0.313,95.914,229541.0,7907886.0,10177415.0,False,True
6371,Víctor Manuelle,Tengo Ganas,0.591,0.862,9.0,-3.641,0.0362,0.198,0.0,0.212,0.896,94.616,266493.0,178605385.0,66145036.0,False,True
6372,Víctor Manuelle,No Quería Engañarte,0.524,0.782,8.0,-3.219,0.209,0.365,0.0,0.111,0.812,182.149,272680.0,508151.0,40785460.0,False,True
6373,Víctor Manuelle,Si Tú Me Besas,0.76,0.667,7.0,-8.384,0.0404,0.7,0.0,0.104,0.742,102.918,259853.0,171310043.0,43457741.0,False,True
6374,Víctor Manuelle,Apiádate de Mi,0.735,0.629,10.0,-7.056,0.0403,0.293,0.0,0.0759,0.843,168.788,304640.0,7152.0,66472902.0,False,True
6375,Víctor Manuelle,He Tratado,0.583,0.832,0.0,-5.918,0.0694,0.402,3.28e-05,0.151,0.881,91.547,303373.0,17765673.0,69117125.0,False,True
6376,Víctor Manuelle,Por Ella,0.744,0.678,2.0,-8.22,0.0497,0.211,1.17e-06,0.208,0.913,172.915,278000.0,7606362.0,24822100.0,False,True
6377,Víctor Manuelle,Mala y Peligrosa (feat. Bad Bunny),0.731,0.779,10.0,-4.101,0.0898,0.622,2.96e-06,0.0419,0.907,88.993,264200.0,95661253.0,61464049.0,False,True
6378,Víctor Manuelle,Ay Amor - Reggaeton,0.588,0.771,8.0,-5.125,0.0954,0.202,9.12e-06,0.117,0.657,179.968,233013.0,1844404.0,16281947.0,False,True
6379,Víctor Manuelle,Dile a Ella,0.536,0.859,2.0,-5.003,0.0716,0.338,1.52e-06,0.358,0.705,86.912,305200.0,57076922.0,22820025.0,False,True
6380,Víctor Manuelle,Voy A Prometerme,0.826,0.555,2.0,-7.603,0.038,0.122,0.0,0.0526,0.884,90.257,304400.0,3494076.0,8435052.0,False,True
6381,Javier Solís,Esclavo y Amo,0.251,0.308,0.0,-11.544,0.0389,0.866,6.18e-05,0.258,0.287,186.614,177013.0,70670821.0,36184736.0,False,True
6382,Javier Solís,En Tu Pelo,0.458,0.425,4.0,-9.229,0.0351,0.899,0.0,0.152,0.818,145.366,180133.0,60459069.0,28941771.0,False,True
6383,Javier Solís,Entrega Total,0.335,0.142,7.0,-18.651,0.0353,0.928,0.0112,0.396,0.336,78.1,150333.0,9207172.0,22100676.0,False,True
6384,Javier Solís,Renunciación,0.374,0.317,0.0,-9.113,0.0373,0.612,2.37e-05,0.245,0.51,134.957,177467.0,45762163.0,23555913.0,False,True
6385,Javier Solís,Media Vuelta,0.435,0.342,4.0,-9.041,0.0357,0.889,0.0,0.376,0.638,93.953,131267.0,7322303.0,20899614.0,False,True
6386,Javier Solís,Sombras Nada Más,0.406,0.177,7.0,-17.042,0.0389,0.924,1.85e-06,0.155,0.687,99.526,176067.0,14963387.0,17634182.0,False,True
6387,Javier Solís,El Loco,0.554,0.301,7.0,-13.43,0.0325,0.843,0.00268,0.101,0.563,113.384,174173.0,5632524.0,15769690.0,False,True
6389,Javier Solís,Sombras - Versión Trío,0.723,0.664,7.0,-4.77,0.034,0.594,1.35e-06,0.31,0.483,94.962,207147.0,14963387.0,32543303.0,False,True
6390,Javier Solís,Cataclismo,0.578,0.189,0.0,-13.593,0.0385,0.92,2.32e-05,0.0999,0.699,109.558,147960.0,17661454.0,8020891.0,False,True
6391,Vedo,You Got It,0.762,0.433,5.0,-8.937,0.187,0.143,0.0,0.118,0.394,122.074,203145.0,45813799.0,316365091.0,False,True
6392,Vedo,Do You Mind,0.761,0.618,1.0,-5.209,0.0719,0.11,0.0,0.0258,0.894,96.522,169665.0,530020.0,4580229.0,False,True
6393,Vedo,Let's Get Married,0.682,0.584,4.0,-7.388,0.25,0.277,0.0,0.097,0.801,132.177,147750.0,2813868.0,34369680.0,False,True
6394,Vedo,4 Walls,0.676,0.442,2.0,-7.745,0.0366,0.733,0.0,0.15,0.739,127.955,211810.0,45279881.0,38642498.0,False,True
6395,Vedo,Girls Need Love (V-Mix),0.771,0.436,6.0,-9.183,0.378,0.449,0.0,0.104,0.405,97.101,258247.0,20684356.0,33208320.0,False,True
6396,Vedo,Equal,0.768,0.511,1.0,-8.529,0.437,0.297,0.0,0.103,0.346,80.974,156421.0,1480807.0,5136038.0,False,True
6397,Vedo,Celebrate,0.44,0.43,0.0,-10.274,0.507,0.72,1.01e-05,0.126,0.342,193.62,150988.0,114009.0,455117.0,False,True
6398,Vedo,FOREVER,0.766,0.518,8.0,-6.527,0.0835,0.744,2.23e-05,0.109,0.494,119.906,240048.0,933175.0,1474203.0,False,True
6399,Vedo,Dilemma (Remake),0.6,0.631,2.0,-6.062,0.428,0.173,0.0,0.108,0.332,82.536,179332.0,4625598.0,30257128.0,False,True
6400,Vedo,4 Words,0.572,0.716,1.0,-5.719,0.337,0.242,0.0,0.129,0.79,94.343,174316.0,141035.0,965045.0,False,True
6401,Exaltasamba,Tá Vendo Aquela Lua,0.57,0.888,7.0,-9.044,0.05,0.561,0.0,0.93,0.645,163.966,196307.0,49706129.0,58475335.0,False,True
6402,Exaltasamba,Livre Pra Voar (Quando A Gente Se Encontrar),0.518,0.776,2.0,-7.065,0.037,0.209,0.0,0.75,0.842,175.906,221133.0,18770142.0,26094525.0,False,True
6403,Exaltasamba,Me Apaixonei Pela Pessoa Errada,0.571,0.508,11.0,-11.484,0.0497,0.676,0.0,0.399,0.734,140.843,209333.0,2890929.0,67495594.0,False,True
6404,Exaltasamba,"Calma Amor - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.648,0.725,4.0,-8.49,0.0475,0.729,1.81e-06,0.953,0.808,96.19,192078.0,13027288.0,29722671.0,False,True
6405,Exaltasamba,Fugidinha,0.565,0.889,11.0,-8.902,0.0445,0.549,0.0,0.584,0.903,172.283,184067.0,9885157.0,28245535.0,False,True
6406,Exaltasamba,Tchau e Bença - Live From Brazil / 2007,0.645,0.726,2.0,-7.926,0.0675,0.611,0.0,0.877,0.838,95.517,188133.0,11851243.0,30255260.0,False,True
6407,Exaltasamba,"Valeu - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.705,0.753,7.0,-8.416,0.0489,0.67,0.0,0.934,0.656,87.527,183531.0,1267732.0,12036830.0,False,True
6408,Exaltasamba,Mega Star - Ao Vivo Em Brasil/2008,0.479,0.661,9.0,-9.204,0.0322,0.54,0.0,0.802,0.79,165.717,225413.0,9402364.0,8684781.0,False,True
6409,Exaltasamba,"Teu Segredo - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.525,0.515,9.0,-10.416,0.0325,0.718,1.18e-06,0.768,0.35,141.951,243069.0,39580103.0,16371651.0,False,True
6410,Exaltasamba,"Até O Sol Quis Ver - Ao Vivo Na Ilha Da Magia,Brasil/2008",0.614,0.437,4.0,-10.75,0.0366,0.656,0.0,0.681,0.773,147.976,236382.0,20242530.0,13630058.0,False,True
6411,Faith Hill,This Kiss,0.398,0.804,11.0,-5.559,0.0451,0.175,0.0,0.181,0.709,186.752,194307.0,16377637.0,128680468.0,False,True
6412,Faith Hill,Breathe,0.529,0.496,7.0,-9.007,0.029,0.173,0.0,0.251,0.278,136.859,250547.0,32119215.0,104125277.0,False,True
6414,Faith Hill,"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",0.266,0.333,10.0,-9.876,0.031,0.59,0.0,0.121,0.0796,109.479,247040.0,4090225.0,40872084.0,False,True
6415,Faith Hill,Wild One,0.694,0.654,11.0,-9.148,0.0322,0.185,0.0,0.283,0.689,135.787,165013.0,7546284.0,23865551.0,False,True
6416,Faith Hill,The Way You Love Me,0.627,0.716,2.0,-7.175,0.0352,0.127,0.0,0.0344,0.734,101.99,186067.0,16087985.0,37364121.0,False,True
6417,Faith Hill,The Rest of Our Life,0.617,0.468,2.0,-6.908,0.0291,0.65,0.0,0.141,0.333,119.921,225360.0,31586258.0,64962005.0,False,True
6418,Faith Hill,It Matters to Me,0.613,0.355,6.0,-8.218,0.0247,0.567,0.0,0.0909,0.129,135.622,197667.0,28868586.0,24379129.0,False,True
6419,Faith Hill,All My Ex's Live In Texas - Live,0.562,0.747,6.0,-7.797,0.0525,0.368,8.39e-06,0.97,0.554,133.742,208160.0,814386.0,21757750.0,False,True
6420,Faith Hill,I Need You,0.508,0.594,4.0,-7.067,0.0282,0.355,0.000228,0.143,0.215,159.298,247973.0,24914307.0,35456507.0,False,True
6421,Mr.Children,HANABI,0.638,0.766,1.0,-5.541,0.0268,0.157,0.0,0.124,0.595,112.005,342773.0,63074941.0,64223991.0,False,True
6422,Mr.Children,Tomorrow never knows,0.637,0.485,0.0,-10.263,0.0245,0.173,0.0,0.122,0.403,109.035,308293.0,55266588.0,24620397.0,False,True
6423,Mr.Children,名もなき詩,0.555,0.852,7.0,-5.094,0.0375,0.0417,0.0,0.2,0.7,125.898,328173.0,2725954.0,20548881.0,False,True
6424,Mr.Children,innocent world,0.612,0.664,4.0,-6.525,0.0267,0.158,0.0,0.278,0.662,119.822,344907.0,8837282.0,23340684.0,False,True
6425,Mr.Children,シーソーゲーム~勇敢な恋の歌~,0.594,0.852,4.0,-5.652,0.0291,0.142,0.0,0.358,0.781,135.06,269867.0,4995396.0,18668480.0,False,True
6426,Mr.Children,Sign,0.601,0.509,7.0,-6.273,0.0259,0.263,0.0,0.124,0.383,105.018,321800.0,37160309.0,18492236.0,False,True
6427,Mr.Children,GIFT,0.462,0.726,2.0,-5.491,0.0296,0.203,0.0,0.25,0.483,148.217,344800.0,26339835.0,11469360.0,False,True
6428,Mr.Children,足音 ~Be Strong,0.47,0.757,5.0,-4.761,0.0313,0.00989,0.0,0.159,0.42,146.003,299760.0,27677809.0,20298912.0,False,True
6429,Mr.Children,しるし,0.445,0.489,1.0,-6.3,0.0285,0.0484,5.77e-06,0.0864,0.297,74.025,431613.0,62361582.0,13664280.0,False,True
6430,Mr.Children,抱きしめたい,0.525,0.526,5.0,-8.647,0.0265,0.131,7.72e-06,0.107,0.379,144.024,324440.0,2620878.0,12737172.0,False,True
6431,Redman,Da Rockwilder,0.612,0.659,6.0,-6.995,0.406,0.0137,0.0,0.417,0.393,99.137,136093.0,48137391.0,145045678.0,False,True
6432,Redman,Tonight's Da Night,0.697,0.687,6.0,-11.111,0.379,0.26,4.8e-05,0.403,0.866,90.247,201373.0,3359733.0,59340982.0,False,True
6433,Redman,Part II,0.775,0.837,10.0,-4.965,0.39,0.0383,0.0,0.315,0.807,95.86,244600.0,25081830.0,45426822.0,False,True
6434,Redman,Smoke Buddah,0.552,0.731,1.0,-7.497,0.509,0.0946,0.0,0.222,0.847,171.942,154480.0,5043.0,27644804.0,False,True
6435,Redman,Time 4 Sumaksion,0.847,0.807,11.0,-7.548,0.378,0.185,0.0,0.514,0.698,102.857,204800.0,2673517.0,19525021.0,False,True
6436,Redman,How High - Remix,0.816,0.841,2.0,-5.744,0.357,0.0395,1.4e-06,0.307,0.659,91.577,240133.0,25081830.0,20117129.0,False,True
6437,Redman,Pick It Up,0.811,0.747,6.0,-9.021,0.665,0.281,0.0,0.138,0.838,94.045,251480.0,2955491.0,7056434.0,False,True
6438,Redman,Brick City Mashin'!,0.837,0.779,1.0,-5.488,0.48,0.164,0.0,0.338,0.806,93.921,190640.0,430722.0,3190238.0,False,True
6439,Redman,How High (Remix),0.567,0.873,6.0,-7.341,0.675,0.222,0.0,0.299,0.728,186.039,282507.0,25081830.0,13750019.0,False,True
6440,Redman,Pack a Lunch (with Redman),0.668,0.784,11.0,-7.252,0.525,0.219,0.0,0.0664,0.638,109.439,258813.0,96380.0,87541.0,False,True
6441,Los Rehenes,Cosas Buenas Que Parecen Malas,0.729,0.579,5.0,-7.793,0.0378,0.255,2.74e-05,0.245,0.916,83.009,170600.0,1331347.0,43435182.0,False,True
6442,Los Rehenes,Limosnero De Cariño,0.512,0.6,5.0,-6.035,0.0316,0.359,0.000245,0.078,0.691,84.415,195893.0,52611380.0,49002679.0,False,True
6443,Los Rehenes,Amor En Silencio,0.658,0.587,0.0,-6.633,0.0372,0.22,0.000145,0.375,0.857,76.68,161693.0,10731593.0,19122028.0,False,True
6444,Los Rehenes,Verdades Que Duelen,0.761,0.64,0.0,-5.403,0.0449,0.29,1.4e-06,0.217,0.894,82.826,152613.0,5687967.0,21937657.0,False,True
6445,Los Rehenes,Una Banda Y Un Corrido,0.734,0.522,2.0,-7.935,0.213,0.698,0.0,0.153,0.91,183.977,165947.0,21847870.0,11722859.0,False,True
6446,Los Rehenes,Un Títere,0.71,0.576,7.0,-6.245,0.0487,0.397,0.000445,0.165,0.965,163.107,169907.0,438654.0,23976654.0,False,True
6447,Los Rehenes,Corazones Rotos,0.712,0.629,0.0,-7.08,0.05,0.0824,7.74e-05,0.342,0.938,167.933,153280.0,6734338.0,24648248.0,False,True
6448,Los Rehenes,No Me Importa,0.695,0.595,7.0,-5.764,0.0341,0.345,8.91e-06,0.366,0.916,79.945,173653.0,63111715.0,16450731.0,False,True
6449,Los Rehenes,Ni El Primero Ni El Último,0.735,0.529,0.0,-7.639,0.0411,0.493,4.96e-06,0.257,0.963,84.45,174293.0,6856291.0,24905291.0,False,True
6450,Los Rehenes,Adiós Y Buena Suerte,0.76,0.68,11.0,-5.484,0.0286,0.149,0.000171,0.247,0.859,116.562,181093.0,19208131.0,17488956.0,False,True
6451,LX,Bin in Trance,0.806,0.808,7.0,-5.856,0.109,0.0384,0.0,0.187,0.488,160.978,168354.0,617667.0,1134964.0,False,True
6452,LX,HaifischNikez Allstars,0.764,0.744,11.0,-5.529,0.448,0.162,0.0,0.122,0.507,87.538,182925.0,52290828.0,71955997.0,False,True
6453,LX,Auf Clouds,0.858,0.658,7.0,-7.548,0.298,0.394,0.000103,0.0914,0.573,139.031,138453.0,1465331.0,5176458.0,False,True
6454,LX,Vielen Dank,0.854,0.572,8.0,-5.678,0.0971,0.136,0.0987,0.108,0.35,100.027,207573.0,5279644.0,30846528.0,False,True
6455,LX,So High,0.72,0.606,11.0,-8.887,0.305,0.163,0.0,0.0583,0.528,143.898,151771.0,535239.0,2201903.0,False,True
6456,LX,Wer von Euch?!,0.852,0.545,8.0,-7.039,0.419,0.511,0.0,0.168,0.657,139.891,140696.0,1440233.0,3040822.0,False,True
6457,LX,Bob Marley,0.825,0.633,11.0,-8.692,0.232,0.68,0.000529,0.152,0.572,143.953,190843.0,1851756.0,13764988.0,False,True
6458,LX,Optimal,0.527,0.714,10.0,-5.79,0.416,0.209,0.0,0.265,0.595,148.968,161840.0,59973709.0,47506073.0,False,True
6459,LX,10 Jahre,0.599,0.825,0.0,-6.484,0.373,0.0734,0.0,0.288,0.419,121.115,227687.0,49698103.0,52448796.0,False,True
6460,LX,187 Gang,0.742,0.557,1.0,-8.03,0.334,0.087,0.00358,0.124,0.372,173.957,321851.0,81723.0,29837212.0,False,True
6461,Joe,I Wanna Know,0.725,0.487,8.0,-5.959,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693.0,194888648.0,143431200.0,False,True
6462,Joe,Faded Pictures,0.705,0.511,6.0,-7.422,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773.0,53165.0,48429019.0,False,True
6463,Joe,No One Else Comes Close,0.608,0.531,0.0,-9.549,0.028,0.534,7.17e-06,0.183,0.328,110.092,231067.0,9693281.0,32895117.0,False,True
6464,Joe,Ride wit U (feat. G-Unit),0.796,0.615,2.0,-5.053,0.0712,0.0183,0.0,0.0463,0.733,101.978,251800.0,13793629.0,42115587.0,False,True
6465,Joe,All The Things (Your Man Won't Do),0.573,0.679,3.0,-6.774,0.0423,0.247,0.0,0.321,0.648,66.215,380533.0,32483973.0,49614907.0,False,True
6466,Joe,Stutter (feat. Mystikal) - Double Take Remix,0.767,0.759,6.0,-6.516,0.117,0.0513,0.0,0.31,0.677,89.989,213027.0,7655159.0,35396144.0,False,True
6467,Joe,If I Was Your Man,0.71,0.477,1.0,-7.44,0.0397,0.167,1.24e-06,0.128,0.143,94.932,232533.0,58709970.0,29708074.0,False,True
6468,Joe,More & More,0.7,0.508,5.0,-7.32,0.0577,0.189,0.0,0.0938,0.464,139.974,223693.0,15295066.0,9893751.0,False,True
6469,Joe,Another Used To Be,0.633,0.534,1.0,-7.844,0.0272,0.141,0.0,0.111,0.332,113.999,299360.0,225272.0,11940487.0,False,True
6470,Joe,I Believe in You,0.484,0.525,6.0,-5.99,0.0415,0.176,0.0,0.36,0.216,59.957,297000.0,16056097.0,9474964.0,False,True
6471,Ebru Gündeş,Cennet,0.628,0.662,7.0,-6.731,0.0749,0.103,0.0,0.0511,0.787,180.015,213073.0,67154981.0,38137988.0,False,True
6472,Ebru Gündeş,Çingenem,0.736,0.763,4.0,-8.154,0.214,0.652,0.0,0.108,0.751,119.153,190800.0,21235036.0,31629255.0,False,True
6473,Ebru Gündeş,Ölümsüz Aşklar,0.451,0.451,8.0,-10.21,0.0993,0.627,1.72e-06,0.294,0.542,76.943,290325.0,17438723.0,18048886.0,False,True
6474,Ebru Gündeş,Demir Attım,0.404,0.455,8.0,-8.261,0.032,0.771,0.0,0.0944,0.364,156.439,300267.0,17192485.0,23761000.0,False,True
6475,Ebru Gündeş,Söyleyin,0.366,0.316,3.0,-9.604,0.0369,0.396,0.0,0.131,0.264,71.205,267427.0,58742760.0,14050953.0,False,True
6476,Ebru Gündeş,Harika,0.767,0.826,1.0,-5.567,0.0432,0.0363,1.85e-06,0.104,0.574,120.015,198609.0,6876807.0,10826678.0,False,True
6477,Ebru Gündeş,"Kızıl, Mavi",0.67,0.569,5.0,-7.288,0.152,0.375,0.0,0.11,0.511,126.975,186854.0,9114536.0,6357604.0,False,True
6478,Ebru Gündeş,Sonsuza Dek,0.508,0.613,6.0,-6.779,0.0464,0.629,0.0,0.221,0.473,139.767,239143.0,21499109.0,8330899.0,False,True
6479,Ebru Gündeş,Yaparım Bilirsin,0.851,0.78,4.0,-6.046,0.0816,0.0891,2.38e-05,0.172,0.656,107.001,189440.0,48526562.0,11943017.0,False,True
6480,Ebru Gündeş,Severek Öleceğim,0.448,0.543,7.0,-8.367,0.207,0.203,0.0,0.195,0.311,80.977,193881.0,2274469.0,7284603.0,False,True
6481,Vijay Yesudas,Nee Paartha Vizhigal - The Touch of Love,0.665,0.596,9.0,-6.969,0.0278,0.293,3.67e-05,0.247,0.644,110.055,264507.0,47006831.0,39707841.0,False,True
6483,Vijay Yesudas,"Don'u Don'u Don'u (From ""Maari"") - The Don's Romance",0.776,0.82,8.0,-4.405,0.0414,0.287,0.000361,0.242,0.773,89.982,195710.0,8512508.0,21922238.0,False,True
6484,Vijay Yesudas,Etho Mazhayil,0.427,0.399,1.0,-7.983,0.0327,0.766,1.12e-06,0.102,0.337,169.749,218611.0,12034653.0,9880221.0,False,True
6485,Vijay Yesudas,Thanne Thanne,0.627,0.851,0.0,-9.867,0.0726,0.105,0.0221,0.198,0.491,165.313,236290.0,4848886.0,1218878.0,False,True
6486,Vijay Yesudas,"Maari Thara Local (From ""Maari"") - Here Comes Maari",0.709,0.956,6.0,-4.695,0.255,0.622,1.1e-06,0.0982,0.664,94.945,230253.0,5635752.0,15809664.0,False,True
6487,Vijay Yesudas,Malare,0.468,0.501,11.0,-10.841,0.03,0.752,1.21e-05,0.108,0.544,82.525,316552.0,87628756.0,9478200.0,False,True
6488,Vijay Yesudas,Evare,0.462,0.456,11.0,-11.408,0.0302,0.773,0.0,0.087,0.403,82.499,309663.0,13729568.0,6730426.0,False,True
6489,Vijay Yesudas,"Uyirin Naadhane - From ""Joseph""",0.735,0.467,7.0,-10.273,0.0333,0.476,3.92e-06,0.22,0.482,130.018,264000.0,27953965.0,7541690.0,False,True
6490,Vijay Yesudas,Piriyadha Enna,0.43,0.531,5.0,-6.841,0.0593,0.555,3.8e-06,0.105,0.662,89.901,220667.0,2008939.0,5325120.0,False,True
6491,The Velvet Underground,Pale Blue Eyes,0.637,0.107,5.0,-18.759,0.0349,0.911,0.00146,0.103,0.296,82.879,339533.0,27425008.0,120139229.0,False,True
6492,The Velvet Underground,Sunday Morning,0.506,0.442,5.0,-13.268,0.0276,0.0869,0.00239,0.0846,0.532,105.826,175893.0,4852299.0,106869044.0,False,True
6493,The Velvet Underground,Femme Fatale,0.55,0.145,0.0,-15.753,0.0332,0.913,0.0,0.118,0.138,103.918,159000.0,5905503.0,44116650.0,False,True
6494,The Velvet Underground,I'll Be Your Mirror,0.609,0.295,7.0,-14.933,0.0328,0.176,1.86e-06,0.0859,0.279,108.976,134040.0,1649153.0,30307769.0,False,True
6495,The Velvet Underground,After Hours,0.608,0.152,7.0,-20.989,0.172,0.836,0.0,0.182,0.472,120.834,127453.0,7931423.0,30138681.0,False,True
6496,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remaster,0.399,0.467,5.0,-11.763,0.0284,0.303,0.0186,0.124,0.525,75.601,445187.0,6301625.0,82530156.0,False,True
6497,The Velvet Underground,Sweet Jane - Full Length Version; 2015 Remaster,0.619,0.637,2.0,-7.369,0.0286,0.015,0.0,0.374,0.936,105.205,246307.0,981925.0,64199437.0,False,True
6498,The Velvet Underground,I'm Waiting For The Man,0.679,0.645,7.0,-9.765,0.0442,0.032,0.868,0.152,0.826,125.844,279520.0,672088.0,44971637.0,False,True
6499,The Velvet Underground,Rock & Roll - Full Length Version; 2015 Remaster,0.494,0.735,5.0,-8.347,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000.0,1690482.0,51367036.0,False,True
6500,The Velvet Underground,Heroin,0.201,0.777,1.0,-10.167,0.0705,0.304,0.78,0.0981,0.235,145.733,433573.0,5217525.0,42500875.0,False,True
6501,The Cinematic Orchestra,To Build A Home,0.264,0.128,9.0,-15.443,0.034,0.885,0.352,0.105,0.0774,148.499,370667.0,89199387.0,468642738.0,False,True
6502,The Cinematic Orchestra,That Home,0.466,0.168,9.0,-14.068,0.0268,0.991,0.894,0.0885,0.0386,85.508,112827.0,272952.0,41520106.0,False,True
6503,The Cinematic Orchestra,Arrival of the Birds,0.175,0.143,3.0,-17.439,0.0412,0.937,0.933,0.0915,0.0662,173.33,157240.0,51400775.0,63311283.0,False,True
6504,The Cinematic Orchestra,To Believe,0.26,0.0964,4.0,-11.694,0.0337,0.723,0.204,0.217,0.0522,69.751,327787.0,922380.0,14605197.0,False,True
6505,The Cinematic Orchestra,Transformation,0.256,0.218,6.0,-15.911,0.0345,0.933,0.934,0.109,0.0392,86.64,316000.0,51400775.0,11138920.0,False,True
6506,The Cinematic Orchestra,Wait For Now - Mary Lattimore Rework,0.359,0.284,3.0,-16.287,0.0326,0.823,0.425,0.148,0.128,130.574,410839.0,37258.0,1904719.0,False,True
6507,The Cinematic Orchestra,Channel 1 Suite,0.548,0.798,5.0,-7.28,0.045,0.0362,0.807,0.0915,0.079,173.028,345640.0,104286.0,14085799.0,False,True
6508,The Cinematic Orchestra,To Build A Home - Radio Version,0.325,0.163,9.0,-14.789,0.0316,0.637,0.0267,0.0783,0.0545,74.483,195840.0,89199387.0,3002413.0,False,True
6509,The Cinematic Orchestra,A Caged Bird/Imitations of Life,0.64,0.444,0.0,-9.214,0.0357,0.0535,0.104,0.0863,0.0525,119.01,414691.0,810009.0,6817510.0,False,True
6511,Cultura Profética,Ilegal,0.826,0.577,10.0,-4.707,0.0485,0.366,0.0,0.0923,0.772,116.916,306005.0,9125301.0,115088529.0,False,True
