Unnamed: 0,Artist,Track,Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Total_Views_Stream
214,Elvis Presley,Burning Love,0.66,0.748,0.0284,0.0993,0.00585,0.283,0.972,0.7752189595055097,221645954.0
215,Elvis Presley,Always On My Mind,0.358,0.387,0.0324,0.746,0.0121,0.119,0.495,2.045536380429496,139428079.0
216,Elvis Presley,If I Can Dream,0.325,0.715,0.0368,0.00708,2.79e-05,0.0987,0.282,-0.9001863970221532,63536579.0
217,Elvis Presley,Jailhouse Rock,0.623,0.537,0.0726,0.332,1.4e-05,0.0963,0.905,1.5629143236624454,605477804.0
218,Elvis Presley,In the Ghetto,0.404,0.266,0.0334,0.716,0.133,0.107,0.491,-1.0688914634455493,147626817.0
219,Elvis Presley,(You're The) Devil in Disguise,0.481,0.733,0.165,0.573,1.17e-05,0.108,0.874,0.0783232409425978,121750410.0
220,2Pac,Hit 'Em Up - Single Version,0.916,0.844,0.236,0.0394,0.0,0.0778,0.586,-0.8571156357664004,961667859.0
221,2Pac,Ambitionz Az A Ridah,0.801,0.91,0.225,0.00239,0.000891,0.0737,0.805,-1.1242151136792318,578582832.0
222,2Pac,California Love - Original Version,0.763,0.85,0.0417,0.0304,1.21e-06,0.371,0.761,-0.9810284606644166,581867316.0
223,2Pac,All Eyez On Me (ft. Big Syke),0.872,0.723,0.247,0.0293,0.0,0.327,0.843,-0.9216205141047578,442763710.0
224,2Pac,Do For Love,0.874,0.63,0.298,0.0578,0.00479,0.0582,0.717,-0.8635289936336363,215022063.0
225,2Pac,Changes,0.865,0.665,0.073,0.0453,0.0,0.224,0.331,-0.3196424919769378,411362919.0
226,2Pac,Dear Mama,0.773,0.54,0.103,0.371,0.0,0.131,0.322,-1.2309468903960743,624989548.0
227,2Pac,Keep Ya Head Up,0.598,0.732,0.425,0.144,0.0,0.508,0.595,1.746673903816301,216537254.0
228,2Pac,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),0.849,0.904,0.138,0.0248,5.11e-05,0.0545,0.854,-0.7198022683773699,197658788.0
229,2Pac,Can't C Me,0.795,0.852,0.178,0.0442,3.47e-06,0.39,0.673,-0.8486770069937215,118901932.0
230,Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),0.762,0.861,0.0955,0.0185,0.0,0.264,0.955,-0.0180458996413949,221099458.0
231,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.652,0.206,0.0897,0.0,0.111,0.551,-0.8802374786035406,1864725748.0
232,Snoop Dogg,Drop It Like It's Hot,0.888,0.632,0.219,0.19,0.0,0.101,0.662,-0.9655013837226878,709303284.0
233,Snoop Dogg,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",0.723,0.732,0.0864,0.11,0.0,0.484,0.503,-0.526287633362298,262632688.0
234,Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),0.718,0.768,0.25,0.0988,0.0,0.0957,0.591,1.4668152191991792,116707500.0
235,Snoop Dogg,Sweat - Remix,0.813,0.732,0.03,0.0597,0.00137,0.0826,0.731,0.3185541248432201,460531820.0
236,Snoop Dogg,Beautiful,0.907,0.695,0.135,0.246,0.0,0.0808,0.961,-0.6607656214837082,404953614.0
237,Snoop Dogg,I Wanna Fuck You,0.861,0.48,0.0512,0.0459,0.0,0.351,0.278,-0.6957015446025991,82142993.0
238,Snoop Dogg,Qué Maldición,0.755,0.531,0.196,0.213,0.0,0.13,0.683,1.936441787656303,208396602.0
240,Lil Wayne,Love Me,0.669,0.634,0.0327,0.0125,0.0,0.0946,0.496,0.1459335346693009,909097224.0
241,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,0.317,0.255,0.0,0.65,0.739,1.6350139678962137,1792979402.0
242,Lil Wayne,Mirror,0.328,0.622,0.0866,0.858,0.0,0.104,0.401,-1.5633613550094403,1182121646.0
243,Lil Wayne,Forever,0.457,0.906,0.342,0.249,0.0,0.182,0.54,-0.5590632675153828,813432499.0
244,Lil Wayne,6 Foot 7 Foot,0.364,0.752,0.304,0.0007,0.0,0.318,0.606,-1.3995844477892887,585010453.0
245,Lil Wayne,Lollipop,0.832,0.43,0.0826,0.0606,0.00323,0.124,0.462,0.9279581402909972,912372918.0
246,Lil Wayne,A Milli,0.663,0.688,0.283,0.0391,0.00224,0.223,0.731,1.0466052608348615,444071556.0
247,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),0.443,0.623,0.0718,0.0468,0.0,0.247,0.156,-1.391280837076973,205334795.0
248,Lil Wayne,ay! (feat. Lil Wayne),0.742,0.617,0.0345,0.05,5.92e-05,0.0711,0.491,0.8917733001137503,82407828.0
249,Lil Wayne,Right Above It,0.376,0.841,0.356,0.0435,0.0,0.578,0.463,-1.503109545572513,284573022.0
250,Sia,Snowman,0.716,0.512,0.0331,0.483,0.0,0.0928,0.326,-0.5274352868753824,860208584.0
251,Sia,Unstoppable,0.468,0.779,0.0779,0.112,0.000373,0.101,0.26,1.796293040999653,883052989.0
252,Sia,Chandelier,0.399,0.787,0.0499,0.0197,6.07e-05,0.0685,0.572,-0.1179255097948221,3985768228.0
253,Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,0.0386,0.102,1.32e-06,0.106,0.0951,2.007022478710989,3332005011.0
254,Sia,Cheap Thrills,0.628,0.698,0.105,0.0472,0.00143,0.0907,0.732,-1.033111677449391,3326672742.0
255,Sia,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,0.165,0.0799,6.72e-05,0.117,0.561,1.2851821734960391,743184659.0
256,Sia,Elastic Heart,0.421,0.791,0.0496,0.0117,1.48e-05,0.146,0.499,0.3204106231732087,1994298842.0
257,Sia,Unstoppable - R3HAB Remix,0.678,0.744,0.234,0.495,2.35e-05,0.0631,0.433,-0.6276861966948074,36117625.0
258,Sia,Del Mar,0.759,0.636,0.0369,0.0224,0.000143,0.166,0.536,-0.3580213756350813,407032541.0
259,Sia,Santa's Coming for Us,0.547,0.814,0.12,0.0215,0.0,0.0475,0.724,-0.9315105870263372,241837631.0
260,Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,0.0276,0.0644,0.00428,0.128,0.789,-0.0145691845870514,1187512671.0
261,Fleetwood Mac,The Chain - 2004 Remaster,0.545,0.67,0.0496,0.009,0.000822,0.0451,0.481,1.045390098291596,863426846.0
262,Fleetwood Mac,Everywhere - 2017 Remaster,0.73,0.487,0.0303,0.258,0.01,0.0852,0.731,-0.1896200998475016,668633045.0
263,Fleetwood Mac,Go Your Own Way - 2004 Remaster,0.583,0.947,0.0378,0.0185,0.00109,0.0679,0.803,0.5017736327556236,737476421.0
264,Fleetwood Mac,Landslide,0.414,0.161,0.0318,0.883,0.000223,0.117,0.423,1.3094179153311725,588420398.0
265,Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,0.0356,0.0393,1.12e-05,0.0387,0.834,-0.0620280328045971,257712571.0
266,Fleetwood Mac,Little Lies - 2017 Remaster,0.64,0.649,0.0264,0.216,8.3e-05,0.0551,0.865,0.1431994189469529,347911825.0
267,Fleetwood Mac,Rhiannon,0.723,0.49,0.0296,0.111,0.0946,0.0923,0.795,0.2845295736317785,311383052.0
268,Fleetwood Mac,Gypsy,0.622,0.54,0.0261,0.017,0.00771,0.265,0.847,0.347549253306144,295186225.0
269,Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.654,0.336,0.0379,0.858,0.385,0.0786,0.947,1.8733883534668467,191604449.0
270,ABBA,Dancing Queen,0.543,0.87,0.0428,0.358,0.000939,0.792,0.754,-0.6676177880471236,1557495932.0
271,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),0.749,0.491,0.0403,0.02,0.00899,0.159,0.536,-0.0355982474885668,880472450.0
272,ABBA,Mamma Mia,0.749,0.748,0.0323,0.295,0.000443,0.469,0.827,0.572624359931035,648301756.0
273,ABBA,Angeleyes,0.719,0.922,0.0338,0.523,0.000163,0.0867,0.964,0.4229568400188027,142882771.0
274,ABBA,The Winner Takes It All,0.454,0.788,0.0371,0.574,0.000766,0.0859,0.52,0.187924151442151,410419623.0
275,ABBA,Take A Chance On Me,0.684,0.675,0.0257,0.163,0.0,0.242,0.924,-0.456314523579245,392099790.0
276,ABBA,Lay All Your Love On Me,0.678,0.727,0.0258,0.117,0.00396,0.354,0.71,0.4353785015721858,255569724.0
277,ABBA,Waterloo,0.445,0.949,0.0471,0.395,8.18e-06,0.0902,0.653,0.9120935181983612,299860441.0
278,ABBA,Chiquitita,0.5,0.554,0.0354,0.734,3.72e-06,0.312,0.372,-1.2270988756757326,430624925.0
279,ABBA,Super Trouper,0.764,0.626,0.0288,0.457,6.35e-06,0.201,0.961,-0.0756986114163369,299086745.0
280,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.652,0.259,0.0595,0.903,0.0,0.362,0.836,0.7286377286803224,485089443.0
281,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.262,0.137,0.0344,0.913,6.74e-06,0.267,0.288,-0.9586154626441816,132892612.0
282,Frank Sinatra,Jingle Bells - Remastered 1999,0.512,0.339,0.0498,0.727,0.0,0.0977,0.951,1.8236341982231323,192729595.0
283,Frank Sinatra,My Way,0.401,0.381,0.0274,0.7,0.0,0.122,0.229,-1.5232947455967611,369726672.0
284,Frank Sinatra,Somethin' Stupid,0.257,0.338,0.0357,0.736,0.0,0.252,0.544,2.928993303898792,183094165.0
285,Frank Sinatra,Santa Claus Is Comin' to Town,0.646,0.204,0.0565,0.826,0.0,0.312,0.688,0.6649092041890514,89721071.0
286,Frank Sinatra,Fly Me To The Moon (In Other Words),0.668,0.26,0.0523,0.453,0.0,0.0621,0.368,-0.0393787531787273,642542648.0
287,Frank Sinatra,Strangers In The Night,0.259,0.473,0.0295,0.592,0.0,0.201,0.539,-1.0205549978356447,157978796.0
288,Frank Sinatra,That's Life,0.56,0.434,0.0729,0.55,0.0,0.346,0.664,-0.2625973614736287,258530865.0
289,Frank Sinatra,Silent Night - 1999 Remaster,0.252,0.118,0.0328,0.945,6.2e-05,0.117,0.14,-1.1141562681821986,42096196.0
290,Tiësto,10:35,0.696,0.793,0.097,0.0683,3.78e-06,0.18,0.698,-0.0195648528204772,120847521.0
291,Tiësto,The Motto,0.754,0.763,0.0435,0.0301,2.23e-05,0.0901,0.464,-0.0887616087564438,672127423.0
292,Tiësto,Don't Be Shy,0.77,0.787,0.0583,0.198,0.0,0.262,0.513,-0.0201386795770192,811209132.0
293,Tiësto,Lay Low,0.534,0.855,0.183,0.0607,0.000263,0.346,0.42,0.0498681847211246,20566835.0
294,Tiësto,The Business,0.798,0.62,0.232,0.414,0.0192,0.112,0.235,-0.0186197263979369,1217512060.0
295,Tiësto,Hot In It,0.748,0.841,0.177,0.00445,1.33e-06,0.0413,0.717,0.0831163820854793,123570558.0
296,Tiësto,Pump It Louder,0.66,0.942,0.185,0.00789,1.76e-05,0.834,0.543,0.1834348009350855,30007647.0
297,Tiësto,Another Love - Tiësto Remix,0.79,0.764,0.0737,0.0836,0.0871,0.132,0.473,0.0831501366005702,40792974.0
298,Tiësto,Baila Conmigo,0.652,0.855,0.0775,0.00658,0.409,0.341,0.0834,0.2491548418167086,34506586.0
299,Tiësto,Jackie Chan,0.747,0.833,0.045,0.374,0.0,0.0586,0.687,0.2506400404807005,835031490.0
300,Elton John,Cold Heart - PNAU Remix,0.795,0.8,0.0309,0.0354,7.25e-05,0.0915,0.934,-0.1536040322457084,1754567749.0
301,Elton John,I'm Still Standing,0.504,0.904,0.179,0.356,0.121,0.14,0.772,1.8978603769076152,819735174.0
302,Elton John,Hold Me Closer,0.658,0.783,0.113,0.0798,0.00018,0.187,0.491,0.1837723460859928,205283862.0
303,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,0.0286,0.432,6.25e-06,0.0925,0.341,0.5396799532024967,958267821.0
304,Elton John,Your Song,0.554,0.315,0.0298,0.828,5.53e-06,0.101,0.325,0.2556694632292171,655883851.0
305,Elton John,Don't Go Breaking My Heart,0.729,0.844,0.0344,0.149,2.87e-06,0.0604,0.777,0.3671268720587594,649555299.0
306,Elton John,Tiny Dancer,0.414,0.428,0.0278,0.382,0.000243,0.148,0.282,0.8267283495339408,762504665.0
307,Elton John,Step Into Christmas,0.526,0.925,0.0363,0.102,8.9e-06,0.305,0.819,0.6658205760965004,255554000.0
308,Elton John,Goodbye Yellow Brick Road - Remastered 2014,0.559,0.473,0.0279,0.446,0.00141,0.154,0.397,0.0217506736505586,259599309.0
309,Elton John,Merry Christmas,0.594,0.935,0.0357,0.243,2.36e-06,0.102,0.602,-0.2225307520609495,190802035.0
310,JAY-Z,Ni**as In Paris,0.789,0.858,0.311,0.127,0.0,0.349,0.775,0.6561667847805557,1428660416.0
311,JAY-Z,Empire State Of Mind,0.491,0.956,0.392,0.0295,0.0,0.46,0.811,1.7890695747702396,773655972.0
312,JAY-Z,Numb / Encore,0.687,0.793,0.166,0.0603,0.0,0.582,0.751,-0.4569558593659683,826632718.0
313,JAY-Z,Run This Town,0.632,0.924,0.29,0.281,0.0,0.263,0.441,-1.138830818713512,313377078.0
314,JAY-Z,No Church In The Wild,0.654,0.75,0.105,0.246,0.0178,0.167,0.557,-0.9384640171350246,400135655.0
315,JAY-Z,4:44,0.261,0.852,0.158,0.139,4.26e-05,0.477,0.431,1.9379944953504769,98916368.0
316,JAY-Z,03' Bonnie & Clyde,0.759,0.678,0.314,0.23,0.0,0.15,0.327,-1.0444531945198712,138053184.0
317,JAY-Z,Otis,0.754,0.631,0.307,0.552,0.0,0.5,0.432,-0.877807153517009,395563899.0
318,JAY-Z,Gotta Have It,0.74,0.574,0.245,0.411,0.0,0.262,0.33,0.9849357617641248,128954158.0
319,JAY-Z,Love All (with JAY-Z),0.73,0.576,0.287,0.354,3.59e-05,0.15,0.155,-0.960370697428899,121592113.0
320,21 Savage,Creepin' (with The Weeknd & 21 Savage),0.715,0.62,0.0484,0.417,0.0,0.0822,0.172,-0.7639531741160255,296843989.0
321,21 Savage,Rich Flex,0.561,0.52,0.244,0.0503,1.86e-06,0.355,0.424,1.0992960588914689,315621769.0
322,21 Savage,Jimmy Cooks (feat. 21 Savage),0.529,0.673,0.175,0.000307,2.41e-06,0.093,0.366,1.530374971114996,425659228.0
323,21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],0.671,0.658,0.309,0.189,8.66e-05,0.147,0.257,-1.1020721517797225,86988038.0
324,21 Savage,Pussy & Millions (feat. Travis Scott),0.749,0.63,0.116,0.0623,0.0,0.353,0.445,0.0488555492684031,144672843.0
325,21 Savage,Glock In My Lap,0.847,0.733,0.16,0.00574,1.04e-05,0.151,0.202,0.318857915479036,207624413.0
326,21 Savage,On BS,0.841,0.358,0.591,0.0201,0.0,0.39,0.329,1.2634780202927092,100808141.0
327,21 Savage,Major Distribution,0.908,0.546,0.323,0.0127,0.0,0.0707,0.225,0.352173621873572,115625722.0
328,21 Savage,Spin Bout U,0.773,0.701,0.0512,0.01,0.0,0.163,0.203,0.3166301174830487,88730114.0
329,21 Savage,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,0.324,0.0635,0.0,0.0834,0.153,0.8541370157876023,575665594.0
330,Kanye West,Bound 2,0.367,0.665,0.0465,0.145,0.0,0.113,0.31,0.9562781784521076,683321862.0
331,Kanye West,Heartless,0.79,0.647,0.136,0.0515,0.0,0.248,0.654,-1.0998443537837357,921215365.0
332,Kanye West,Flashing Lights,0.639,0.628,0.0399,0.0381,0.0,0.386,0.43,-1.0160318928134888,666543286.0
333,Kanye West,Ni**as In Paris,0.789,0.858,0.311,0.127,0.0,0.349,0.775,0.6561667847805557,1428660416.0
334,Kanye West,Father Stretch My Hands Pt. 1,0.724,0.573,0.0549,0.118,0.0,0.538,0.438,-0.2529773246727749,674374919.0
335,Kanye West,Stronger,0.617,0.717,0.153,0.00564,0.0,0.408,0.49,-0.5600083939379226,1555905489.0
336,Kanye West,I Wonder,0.542,0.466,0.0831,0.141,0.000445,0.125,0.124,2.389899943384975,316543520.0
337,Kanye West,Violent Crimes,0.669,0.419,0.522,0.376,0.0,0.187,0.0397,-0.3635233615948678,335803893.0
338,Kanye West,Homecoming,0.667,0.747,0.189,0.337,0.0,0.115,0.918,-1.1363667391118897,480652281.0
339,Kanye West,Gold Digger,0.629,0.696,0.348,0.0195,0.0,0.0554,0.623,-0.9298903703019828,1177187571.0
340,Luis Miguel,Ahora Te Puedes Marchar,0.78,0.877,0.0427,0.148,2.36e-06,0.0627,0.909,0.4280200172824102,1035903610.0
341,Luis Miguel,La Incondicional,0.374,0.727,0.0309,0.237,0.0,0.134,0.283,1.1660287352258136,549582710.0
342,Luis Miguel,Hasta Que Me Olvides,0.641,0.593,0.0264,0.46,0.0,0.169,0.437,-0.0254718929613523,304659132.0
343,Luis Miguel,La Media Vuelta,0.631,0.683,0.0344,0.291,0.0,0.0994,0.708,-0.763649383480209,360353892.0
344,Luis Miguel,Culpable O No - Miénteme Como Siempre,0.54,0.367,0.0277,0.0367,0.0,0.0433,0.252,-1.698075624736486,268482971.0
345,Luis Miguel,Por Debajo De La Mesa,0.401,0.499,0.0272,0.217,0.0,0.149,0.262,0.7997584919764599,352891823.0
346,Luis Miguel,Tengo Todo Excepto a Ti,0.542,0.665,0.0297,0.522,0.0,0.177,0.417,0.9246839523271976,237019140.0
347,Luis Miguel,No Sé Tú,0.389,0.443,0.0304,0.571,0.00178,0.114,0.0888,-1.4866373422082435,312941635.0
348,Luis Miguel,La bikina - En vivo,0.389,0.71,0.0351,0.161,0.0,0.918,0.666,1.3439150297538835,314034947.0
349,Luis Miguel,Sabor a Mi,0.663,0.579,0.0269,0.645,0.0,0.189,0.48,-1.0346981396586543,137553470.0
350,Beyoncé,CUFF IT,0.78,0.689,0.141,0.0368,9.69e-06,0.0698,0.642,-0.1870210021855166,363879432.0
351,Beyoncé,Crazy In Love (feat. Jay-Z),0.646,0.77,0.226,0.00249,0.0,0.0715,0.681,-0.7229414382808061,1505344963.0
352,Beyoncé,ALIEN SUPERSTAR,0.545,0.641,0.0998,0.00453,6.59e-05,0.171,0.464,0.0441974261858841,132305301.0
353,Beyoncé,BREAK MY SOUL,0.693,0.887,0.0795,0.0581,2.71e-06,0.27,0.864,-0.1903964536945884,277614753.0
354,Beyoncé,Halo,0.508,0.72,0.0628,0.272,0.0,0.0563,0.472,-1.3704205467509103,2615020660.0
355,Beyoncé,Love On Top,0.652,0.749,0.0886,0.0848,0.0,0.604,0.651,-0.8938067936700083,1039379617.0
356,Beyoncé,ENERGY (feat. Beam),0.903,0.519,0.26,0.281,0.000106,0.155,0.587,-0.1887424824551432,77773689.0
357,Beyoncé,Perfect Duet (Ed Sheeran & Beyoncé),0.587,0.299,0.0263,0.779,0.0,0.123,0.356,-0.8637990297543618,970761680.0
358,Beyoncé,Drunk in Love (feat. Jay-Z),0.583,0.621,0.0479,0.00972,0.00106,0.181,0.399,0.656639347991826,1207117165.0
359,Beyoncé,Run the World (Girls),0.732,0.899,0.143,0.00496,4.64e-05,0.372,0.759,0.2196871501425139,1035655345.0
360,Daddy Yankee,ULALA (OOH LA LA),0.872,0.681,0.11,0.0462,1.38e-05,0.129,0.481,-0.7964925266634753,51676848.0
361,Daddy Yankee,La Santa,0.744,0.868,0.047,0.0326,0.0,0.0822,0.586,-0.9297891067567106,664215895.0
362,Daddy Yankee,Gasolina,0.852,0.797,0.0614,0.322,2.69e-06,0.0845,0.741,-0.8295044424221952,560669561.0
363,Daddy Yankee,X ÚLTIMA VEZ,0.812,0.855,0.0554,0.0789,0.000167,0.108,0.573,-1.0309513884835848,382953867.0
364,Daddy Yankee,"Lo Que Pasó, Pasó",0.819,0.741,0.0412,0.104,0.0,0.283,0.84,-0.7955474002409354,316664068.0
365,Daddy Yankee,Despacito,0.655,0.797,0.153,0.198,0.0,0.067,0.839,1.9356654338092167,9586245178.0
366,Daddy Yankee,Con Calma,0.737,0.86,0.0593,0.11,1.94e-06,0.0574,0.656,-0.8976548083903495,3797001550.0
367,Daddy Yankee,Tu Príncipe,0.77,0.804,0.0623,0.16,1e-05,0.193,0.568,-0.8967096819678098,243751740.0
368,Daddy Yankee,Llamado de Emergencia,0.703,0.909,0.0358,0.216,1.57e-06,0.162,0.777,-0.7628730296331228,201645248.0
369,Daddy Yankee,Ella Me Levanto,0.76,0.9,0.0668,0.0715,0.0,0.221,0.761,-0.6932037104858858,202565368.0
370,Don Toliver,Used (feat. Don Toliver),0.733,0.685,0.0533,0.363,0.000238,0.333,0.837,0.9954334159573376,50009615.0
371,Don Toliver,No Idea,0.652,0.631,0.0893,0.524,0.000579,0.165,0.35,0.2503024953297932,966512481.0
372,Don Toliver,After Party,0.629,0.692,0.0376,0.00981,0.331,0.603,0.453,1.4300227977502993,639274306.0
373,Don Toliver,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.8,0.658,0.079,0.25,0.0,0.111,0.462,0.6568418750823702,1331504419.0
374,Don Toliver,Do It Right,0.662,0.515,0.199,0.458,0.0,0.163,0.386,-1.7138727377989404,24678266.0
375,Don Toliver,Cardigan,0.747,0.497,0.0401,0.248,0.0,0.138,0.0663,0.7244859233241638,195231097.0
376,Don Toliver,Honest (feat. Don Toliver),0.81,0.655,0.0698,0.127,8.16e-05,0.105,0.809,0.9930368453858968,122618439.0
377,Don Toliver,Mystery Lady,0.747,0.494,0.141,0.393,0.0,0.0982,0.624,-1.504662253266686,172810329.0
378,Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),0.56,0.707,0.07,0.264,0.000268,0.108,0.341,0.8917057910835685,96616537.0
379,Don Toliver,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),0.594,0.679,0.345,0.484,7.83e-06,0.114,0.66,-0.4677235496799066,50860539.0
380,Camilo,La Mitad,0.724,0.443,0.0329,0.73,0.0,0.101,0.763,-0.7894715875246064,432776128.0
381,Camilo,KESI - Remix,0.871,0.815,0.0477,0.127,6.18e-06,0.094,0.823,0.0802134937876778,192333025.0
382,Camilo,Desconocidos,0.719,0.753,0.179,0.118,4.21e-06,0.212,0.675,1.806689431647593,1568001559.0
383,Camilo,Aeropuerto,0.69,0.58,0.199,0.0328,0.0,0.328,0.708,2.6008656627019464,47137285.0
384,Camilo,Índigo,0.754,0.778,0.0335,0.00948,1.61e-05,0.131,0.916,0.2815929308188866,376981830.0
385,Camilo,Si Me Dices Que Sí,0.578,0.634,0.333,0.00473,0.0,0.132,0.216,2.136909852780062,419306870.0
386,Camilo,El Mismo Aire - con Pablo Alborán,0.483,0.492,0.295,0.603,0.0,0.323,0.66,0.8076908030227775,442901206.0
387,Camilo,Bebiendo Sola,0.589,0.642,0.279,0.176,0.0,0.119,0.691,-1.4106559287390437,20527650.0
388,Camilo,Color Esperanza 2020,0.591,0.785,0.161,0.161,0.0,0.126,0.785,-0.4921618186055848,114172616.0
389,Camilo,Tattoo - Remix with Camilo,0.721,0.637,0.286,0.0406,0.0,0.0525,0.691,2.47553514817012,1325696594.0
390,Britney Spears,Hold Me Closer,0.658,0.783,0.113,0.0798,0.00018,0.187,0.491,0.1837723460859928,205283862.0
391,Britney Spears,Toxic,0.774,0.838,0.114,0.0249,0.025,0.242,0.924,0.758037911324335,1487107921.0
392,Britney Spears,Gimme More,0.788,0.844,0.0334,0.25,0.000678,0.0723,0.382,-0.2450112591113659,718847853.0
393,Britney Spears,...Baby One More Time,0.759,0.699,0.0307,0.202,0.000131,0.443,0.907,-0.932388204418696,1379594129.0
394,Britney Spears,Oops!...I Did It Again,0.751,0.834,0.0437,0.3,1.77e-05,0.355,0.894,-0.8617400043338285,980445411.0
395,Britney Spears,My Only Wish (This Year),0.669,0.843,0.0268,0.169,0.0,0.195,0.702,0.8944061522908262,261633324.0
396,Britney Spears,Womanizer,0.724,0.695,0.0622,0.073,0.0,0.0889,0.235,0.6216696703578447,778634548.0
397,Britney Spears,Circus,0.791,0.733,0.052,0.147,0.000381,0.0713,0.761,-0.1891137821211409,477990991.0
398,Britney Spears,Criminal,0.696,0.734,0.0298,0.0485,0.0,0.183,0.711,-0.4251591061505145,388196739.0
399,Britney Spears,If U Seek Amy,0.717,0.587,0.0339,0.0192,0.0,0.0523,0.544,0.3163263268472328,272547414.0
400,Farruko,Pepas,0.762,0.766,0.0343,0.00776,6.98e-05,0.128,0.442,0.3179127890564963,1693207491.0
401,Farruko,Diles,0.813,0.56,0.0618,0.108,0.0,0.268,0.287,-0.0860612475491866,1614811077.0
402,Farruko,Si Se Da - Remix,0.817,0.672,0.299,0.441,0.0,0.13,0.774,-0.8973172632394426,1599288271.0
403,Farruko,Fantasias,0.879,0.703,0.0701,0.143,0.0,0.0569,0.788,-0.8971484906639887,1136706713.0
404,Farruko,Calma - Remix,0.826,0.764,0.0522,0.337,0.0,0.161,0.761,0.2132400377601876,3709935348.0
405,Farruko,On My Way,0.522,0.697,0.103,0.0291,0.0,0.319,0.235,1.6604648722746138,1026301861.0
406,Farruko,Si Me Dices Que Sí,0.578,0.634,0.333,0.00473,0.0,0.132,0.216,2.136909852780062,419306870.0
407,Farruko,Passion Whine,0.756,0.689,0.0648,0.327,0.0,0.0586,0.782,1.398226044534845,723760962.0
408,Farruko,Color Esperanza 2020,0.591,0.785,0.161,0.161,0.0,0.126,0.785,-0.4921618186055848,114172616.0
409,Farruko,Patio de la Cárcel - Tangos,0.788,0.814,0.217,0.562,0.0,0.208,0.665,-0.7628730296331228,23670299.0
419,Disney,"All I Want - From ""High School Musical: The Musical: The Series""",0.376,0.43,0.0328,0.0902,0.0,0.0912,0.129,-1.450891310727176,549222556.0
420,Disney,I'll Make a Man Out of You,0.672,0.322,0.0339,0.144,2.96e-05,0.074,0.496,-0.2271888751434679,420774022.0
421,Disney,Part of Your World,0.274,0.144,0.0482,0.92,0.000388,0.29,0.302,-1.9925837689029784,444937645.0
422,Disney,If Only,0.477,0.6,0.0324,0.271,0.0,0.112,0.29,1.0625711464727707,349453156.0
423,Disney,Under the Sea,0.511,0.475,0.161,0.708,0.0,0.105,0.819,-0.7299623774196754,553964568.0
